序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,状态,不做原因,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,出场原因,年份
1150,2024-09-16 04:00,做空,6K极值,59688.5,675.85,1.129,-0.63,13,0.53,1.44,未做,持仓中跳过,确认,是,58546.5,2024-09-17 12:00,58575.2,8,1.647,-0.016,1.631,,KAMA跟踪止损,2024
1151,2024-09-15 20:00,做多,基准值,60241.01,686.78,1.145,-0.42,7,0.02,0.81,未做,持仓中跳过,弱突破,,,2024-09-15 20:00,60304.7,0,0.093,,0.093,,弱突破平仓,2024
1152,2024-09-15 08:00,做多,6K极值,60096.8,759.54,1.267,-0.5,4,0.47,0.31,未做,持仓中跳过,弱突破,,,2024-09-15 08:00,60130.2,0,0.044,,0.044,,弱突破平仓,2024
1153,2024-09-14 04:00,做多,6K极值,59969.6,870.95,1.459,-0.97,90,2.78,0.86,未做,持仓中跳过,确认,,,2024-09-14 16:00,59683.9,3,-0.328,,-0.328,,3K收盘认赔,2024
1154,2024-09-14 00:00,做多,6K极值,59688.8,881.01,1.477,-1.07,63,3.12,1.3,未做,持仓中跳过,弱突破,,,2024-09-14 00:00,59691.9,0,0.004,,0.004,,弱突破平仓,2024
1155,2024-09-13 20:00,做多,6K极值,58319.0,817.77,1.413,-4.01,62,-0.42,2.69,做上,,确认,是,59691.9,2024-09-16 04:00,59244.22,14,1.131,-0.204,0.927,2.0x,KAMA跟踪止损,2024
1156,2024-09-12 08:00,做多,6K极值,57950.9,898.8,1.568,-5.01,41,0.95,1.05,做上,,弱突破,,,2024-09-12 08:00,58198.8,0,0.276,,0.276,2.0x,弱突破平仓,2024
1157,2024-09-12 00:00,做多,6K极值,57135.0,900.71,1.589,-6.05,3,-0.2,1.61,做上,,弱突破,,,2024-09-12 00:00,57574.3,0,0.488,,0.488,2.0x,弱突破平仓,2024
1158,2024-09-11 00:00,做多,6K极值,57432.0,868.66,1.536,-6.38,4,0.11,1.65,未做,持仓中跳过,确认,,,2024-09-11 12:00,56563.34,3,-1.0,,-1.0,,前3K止损,2024
1159,2024-09-10 00:00,做多,6K极值,55757.7,837.16,1.512,-8.51,24,0.49,2.07,做上,,确认,是,57013.69,2024-09-11 08:00,56652.14,8,1.068,-0.173,0.896,2.0x,KAMA跟踪止损,2024
1160,2024-09-09 04:00,做多,基准值,54696.7,853.96,1.573,-10.39,13,-0.2,1.08,未做,持仓中跳过,弱突破,,,2024-09-09 04:00,54843.62,0,0.172,,0.172,,弱突破平仓,2024
1161,2024-09-08 20:00,做空,基准值,53943.03,849.06,1.557,-10.03,9,-0.72,0.92,未做,持仓中跳过,弱突破,,,2024-09-08 20:00,53658.77,0,0.335,,0.335,,弱突破平仓,2024
1162,2024-09-07 20:00,做多,6K极值,54463.1,968.41,1.783,-10.64,5,0.69,0.44,未做,持仓中跳过,弱突破,,,2024-09-07 20:00,54749.72,0,0.296,,0.296,,弱突破平仓,2024
1163,2024-09-07 00:00,做空,6K极值,53807.69,1040.52,1.926,-11.37,190,4.47,1.72,未做,持仓中跳过,弱突破,,,2024-09-07 00:00,53517.87,0,0.279,,0.279,,弱突破平仓,2024
1164,2024-09-06 20:00,做空,6K极值,55269.2,928.55,1.659,-8.18,188,0.32,4.27,做上,,确认,是,53517.87,2024-09-09 04:00,54790.55,14,0.515,-0.475,0.041,1.5x,KAMA跟踪止损,2024
1165,2024-09-05 20:00,做空,6K极值,56524.93,912.64,1.611,-7.35,8,2.21,2.78,做上,,确认,,,2024-09-06 08:00,56558.6,3,-0.037,,-0.037,1.5x,3K收盘认赔,2024
1166,2024-09-04 20:00,做多,基准值,57913.3,883.11,1.562,-7.78,3,-1.6,2.5,未做,持仓中跳过,弱突破,,,2024-09-04 20:00,58106.37,0,0.219,,0.219,,弱突破平仓,2024
1167,2024-09-04 08:00,做空,6K极值,57393.89,846.96,1.474,-6.43,114,2.69,2.86,未做,持仓中跳过,确认,,,2024-09-04 20:00,58106.37,3,-0.841,,-0.841,,3K收盘认赔,2024
1168,2024-09-04 04:00,做空,6K极值,57545.6,848.2,1.462,-5.52,9,1.8,0.69,未做,持仓中跳过,弱突破,,,2024-09-04 04:00,57459.26,0,0.102,,0.102,,弱突破平仓,2024
1169,2024-09-03 20:00,做空,6K极值,58687.45,809.98,1.372,-3.85,6,0.11,3.19,做上,,确认,是,57459.26,2024-09-04 20:00,57946.71,6,0.915,-0.239,0.675,1.5x,KAMA跟踪止损,2024
1170,2024-09-03 04:00,做多,6K极值,58781.3,843.54,1.444,-5.04,13,1.56,1.12,做上,,弱突破,,,2024-09-03 04:00,59112.1,0,0.392,,0.392,2.0x,弱突破平仓,2024
1171,2024-09-02 04:00,做空,6K极值,57297.17,858.84,1.469,-5.05,100,-0.06,1.31,做上,,弱突破,,,2024-09-02 04:00,57283.38,0,0.016,,0.016,1.5x,弱突破平仓,2024
1172,2024-09-01 08:00,做空,6K极值,58720.78,861.17,1.461,-4.49,7,0.23,0.61,做上,,弱突破,,,2024-09-01 08:00,58501.6,0,0.255,,0.255,1.5x,弱突破平仓,2024
1173,2024-08-30 20:00,做空,6K极值,58663.0,992.86,1.672,-3.93,10,-0.07,2.28,做上,,确认,,,2024-08-31 08:00,59200.0,3,-0.541,,-0.541,1.5x,3K收盘认赔,2024
1174,2024-08-29 20:00,做多,6K极值,60450.96,1005.01,1.674,-2.95,9,1.78,1.38,做上,,弱突破,,,2024-08-29 20:00,60749.6,0,0.297,,0.297,2.0x,弱突破平仓,2024
1175,2024-08-29 16:00,做多,6K极值,59734.0,999.51,1.678,-3.76,4,1.15,0.78,未做,持仓中跳过,弱突破,,,2024-08-29 16:00,60049.97,0,0.316,,0.316,,弱突破平仓,2024
1176,2024-08-28 04:00,做空,6K极值,61445.42,763.48,1.23,0.08,36,1.27,4.82,未做,持仓中跳过,确认,是,59601.39,2024-08-29 16:00,59816.26,9,2.134,-0.082,2.051,,KAMA跟踪止损,2024
1177,2024-08-27 20:00,做空,6K极值,62213.07,754.68,1.21,0.58,22,0.67,3.0,做上,,确认,是,59378.33,2024-08-29 16:00,59816.26,11,3.176,-0.122,3.054,1.5x,KAMA跟踪止损,2024
1178,2024-08-27 16:00,做空,6K极值,62633.32,753.68,1.199,1.36,21,0.68,1.58,做上,,弱突破,,,2024-08-27 16:00,62392.5,0,0.32,,0.32,1.5x,弱突破平仓,2024
1179,2024-08-27 04:00,做空,6K极值,63047.77,781.2,1.234,1.93,18,0.46,0.77,做上,,弱突破,,,2024-08-27 04:00,62814.36,0,0.299,,0.299,1.5x,弱突破平仓,2024
1180,2024-08-26 12:00,做空,6K极值,63769.26,790.82,1.234,3.18,7,0.02,0.64,未做,持仓中跳过,弱突破,,,2024-08-26 12:00,63603.2,0,0.21,,0.21,,弱突破平仓,2024
1181,2024-08-24 04:00,做多,6K极值,63791.5,1024.18,1.611,2.6,127,4.16,1.37,未做,持仓中跳过,弱突破,,,2024-08-24 04:00,64019.9,0,0.223,,0.223,,弱突破平仓,2024
1182,2024-08-24 00:00,做多,6K极值,62285.97,948.12,1.542,-0.75,125,1.55,2.62,做上,,确认,是,64019.9,2024-08-26 12:00,63556.37,15,1.34,-0.173,1.167,2.0x,KAMA跟踪止损,2024
1183,2024-08-23 20:00,做多,6K极值,61342.3,915.16,1.507,-2.03,9,0.6,3.19,做上,,弱突破,,,2024-08-23 20:00,61506.0,0,0.179,,0.179,2.0x,弱突破平仓,2024
1184,2024-08-23 12:00,做多,6K极值,60917.5,936.49,1.546,-2.26,3,0.31,0.7,做上,,弱突破,,,2024-08-23 12:00,61045.0,0,0.136,,0.136,2.0x,弱突破平仓,2024
1185,2024-08-22 00:00,做多,6K极值,60183.2,955.94,1.607,-3.99,42,0.33,1.83,做上,,确认,,,2024-08-22 20:00,60183.2,5,0.0,,0.0,2.0x,KAMA跟踪止损,2024
1186,2024-08-21 12:00,做多,6K极值,59680.0,962.21,1.623,-4.3,3,0.85,0.5,做上,,弱突破,,,2024-08-21 12:00,59691.0,0,0.011,,0.011,2.0x,弱突破平仓,2024
1187,2024-08-20 20:00,做空,基准值,59324.42,915.46,1.513,-2.4,4,-1.84,4.06,未做,持仓中跳过,确认,,,2024-08-21 12:00,59229.17,4,0.104,,0.104,,KAMA跟踪止损,2024
1188,2024-08-20 12:00,做多,6K极值,60878.1,940.83,1.553,-2.24,33,3.56,1.48,未做,持仓中跳过,弱突破,,,2024-08-20 12:00,60896.58,0,0.02,,0.02,,弱突破平仓,2024
1189,2024-08-20 08:00,做多,6K极值,59579.7,908.57,1.53,-4.3,32,1.76,1.97,做上,,确认,,,2024-08-20 20:00,58792.38,3,-0.867,,-0.867,2.0x,3K收盘认赔,2024
1190,2024-08-20 04:00,做多,6K极值,59258.53,919.8,1.561,-5.05,5,0.79,0.8,做上,,弱突破,,,2024-08-20 04:00,59400.0,0,0.154,,0.154,2.0x,弱突破平仓,2024
1191,2024-08-19 04:00,做空,6K极值,59357.48,950.82,1.593,-3.98,12,-0.21,0.85,未做,持仓中跳过,确认,,,2024-08-20 00:00,59089.88,5,0.281,,0.281,,KAMA跟踪止损,2024
1192,2024-08-17 00:00,做多,6K极值,58809.09,1247.89,2.15,-6.88,5,0.32,1.16,做上,,确认,,,2024-08-19 04:00,59290.96,13,0.386,,0.386,1.0x,KAMA跟踪止损,2024
1193,2024-08-16 00:00,做空,基准值,57689.59,1188.05,1.992,-4.46,42,-2.11,2.23,未做,持仓中跳过,确认,,,2024-08-16 12:00,58423.3,3,-0.618,,-0.618,,3K收盘认赔,2024
1194,2024-08-15 20:00,做多,基准值,59018.2,1188.0,2.023,-5.96,5,0.11,1.66,做上,,确认,,,2024-08-16 00:00,57830.2,1,-1.0,,-1.0,1.0x,前3K止损,2024
1195,2024-08-15 04:00,做空,6K极值,58673.18,1255.27,2.132,-5.93,8,3.32,0.41,做上,,弱突破,,,2024-08-15 04:00,58653.0,0,0.016,,0.016,1.0x,弱突破平仓,2024
1196,2024-08-14 20:00,做空,基准值,60392.85,1196.48,1.953,-2.09,5,-1.18,3.59,未做,持仓中跳过,确认,是,58420.0,2024-08-15 20:00,59637.64,6,0.631,-0.384,0.247,,KAMA跟踪止损,2024
1197,2024-08-14 00:00,做多,6K极值,59747.0,1258.21,2.117,-5.18,13,0.71,2.41,做上,,确认,,,2024-08-14 20:00,59866.8,5,0.095,,0.095,1.0x,KAMA跟踪止损,2024
1198,2024-08-12 20:00,做多,6K极值,59929.1,1231.69,2.059,-4.67,4,1.92,4.01,做上,,弱突破,,,2024-08-12 20:00,60165.46,0,0.192,,0.192,1.0x,弱突破平仓,2024
1199,2024-08-12 16:00,做多,基准值,59657.5,1200.0,2.046,-6.54,3,-1.6,1.76,未做,持仓中跳过,弱突破,,,2024-08-12 16:00,59819.52,0,0.135,,0.135,,弱突破平仓,2024
1200,2024-08-12 04:00,做空,6K极值,59521.96,1198.3,2.01,-5.17,19,2.65,1.47,做上,,确认,,,2024-08-12 16:00,59819.52,3,-0.248,,-0.248,1.0x,3K收盘认赔,2024
1201,2024-08-12 00:00,做空,6K极值,59915.53,1218.95,2.028,-4.38,12,1.57,0.55,未做,持仓中跳过,弱突破,,,2024-08-12 00:00,59603.5,0,0.256,,0.256,,弱突破平仓,2024
1202,2024-08-11 20:00,做空,6K极值,60398.49,1240.13,2.045,-3.51,9,0.41,0.89,未做,持仓中跳过,弱突破,,,2024-08-11 20:00,60099.0,0,0.242,,0.242,,弱突破平仓,2024
1203,2024-08-11 16:00,做空,基准值,60731.67,1231.86,2.012,-2.59,3,-0.38,0.92,未做,持仓中跳过,弱突破,,,2024-08-11 16:00,60643.2,0,0.072,,0.072,,弱突破平仓,2024
1204,2024-08-09 20:00,做空,6K极值,60150.0,1612.64,2.66,-3.8,3,1.67,1.44,未做,持仓中跳过,弱突破,,,2024-08-09 20:00,59787.3,0,0.225,,0.225,,弱突破平仓,2024
1205,2024-08-09 04:00,做多,6K极值,59827.9,1636.4,2.756,-5.89,31,3.89,1.21,未做,持仓中跳过,确认,,,2024-08-09 20:00,59827.9,4,0.0,,0.0,,KAMA跟踪止损,2024
1206,2024-08-08 20:00,做多,6K极值,57646.3,1632.94,2.85,-9.2,21,3.98,1.66,做上,,确认,是,61666.14,2024-08-12 00:00,59882.96,19,1.37,-0.315,1.054,1.0x,KAMA跟踪止损,2024
1207,2024-08-08 00:00,做空,6K极值,55674.27,1710.44,3.05,-11.19,6,1.34,0.64,做上,,确认,,,2024-08-08 08:00,57384.72,2,-1.0,,-1.0,1.0x,前3K止损,2024
1208,2024-08-07 00:00,做多,6K极值,56578.6,1908.03,3.384,-11.03,9,1.33,0.64,做上,,弱突破,,,2024-08-07 00:00,56744.0,0,0.087,,0.087,1.0x,弱突破平仓,2024
1209,2024-08-06 20:00,做多,基准值,56254.6,1894.12,3.432,-12.91,8,2.25,1.24,做上,,弱突破,,,2024-08-06 20:00,56380.15,0,0.066,,0.066,1.0x,弱突破平仓,2024
1210,2024-08-06 08:00,做多,6K极值,55470.49,1950.11,3.613,-15.12,5,5.14,0.73,做上,,弱突破,,,2024-08-06 08:00,55641.4,0,0.088,,0.088,1.0x,弱突破平仓,2024
1211,2024-08-05 08:00,做空,6K极值,57231.1,1252.9,2.155,-8.96,184,4.5,4.91,未做,持仓中跳过,确认,是,52661.7,2024-08-05 12:00,50363.37,1,5.481,0.395,5.876,,止盈,2024
1212,2024-08-04 20:00,做空,6K极值,60097.4,1134.02,1.863,-4.67,129,-0.32,1.47,未做,持仓中跳过,确认,是,58142.8,2024-08-05 08:00,52885.71,3,6.359,1.702,8.061,,止盈,2024
1213,2024-08-04 00:00,做空,6K极值,60815.87,1193.73,1.961,-4.93,118,1.6,1.78,未做,持仓中跳过,弱突破,,,2024-08-04 00:00,60221.97,0,0.498,,0.498,,弱突破平仓,2024
1214,2024-08-03 04:00,做空,6K极值,62433.38,1206.82,1.927,-2.36,112,2.41,1.47,做上,,确认,是,60221.97,2024-08-05 08:00,54941.37,13,6.208,2.388,8.596,1.5x,止盈,2024
1215,2024-08-02 20:00,做空,基准值,63650.69,1114.31,1.724,0.8,3,1.05,3.47,做上,,弱突破,,,2024-08-02 20:00,63406.52,0,0.219,,0.219,1.5x,弱突破平仓,2024
1216,2024-08-02 04:00,做多,6K极值,64927.2,1033.66,1.629,-1.18,5,-1.34,1.39,未做,持仓中跳过,弱突破,,,2024-08-02 04:00,65328.9,0,0.389,,0.389,,弱突破平仓,2024
1217,2024-08-01 20:00,做空,6K极值,63567.55,959.86,1.485,0.69,96,-0.06,2.2,未做,持仓中跳过,确认,,,2024-08-02 04:00,64527.41,2,-1.0,,-1.0,,前3K止损,2024
1218,2024-08-01 08:00,做空,6K极值,64508.72,990.14,1.533,0.68,38,2.22,1.19,做上,,确认,是,62888.58,2024-08-02 04:00,64508.72,5,0.0,-0.621,-0.621,1.5x,KAMA跟踪止损,2024
1219,2024-08-01 04:00,做空,6K极值,64948.2,995.75,1.526,1.67,35,1.45,1.13,做上,,弱突破,,,2024-08-01 04:00,64603.6,0,0.346,,0.346,1.5x,弱突破平仓,2024
1220,2024-08-01 00:00,做空,基准值,65475.1,949.64,1.431,3.4,34,-0.47,1.74,做上,,弱突破,,,2024-08-01 00:00,65239.3,0,0.248,,0.248,1.5x,弱突破平仓,2024
1221,2024-07-30 00:00,做空,6K极值,67663.6,991.8,1.457,6.19,7,1.81,2.45,做上,,弱突破,,,2024-07-30 00:00,67269.51,0,0.397,,0.397,1.5x,弱突破平仓,2024
1222,2024-07-29 20:00,做空,基准值,68134.54,919.13,1.321,8.51,3,-1.96,3.28,未做,持仓中跳过,弱突破,,,2024-07-29 20:00,68069.42,0,0.071,,0.071,,弱突破平仓,2024
1223,2024-07-29 08:00,做多,6K极值,68297.9,923.88,1.354,6.55,8,0.61,1.68,做上,,确认,,,2024-07-29 20:00,68069.42,3,-0.247,,-0.247,2.0x,3K收盘认赔,2024
1224,2024-07-27 20:00,做多,6K极值,68274.3,883.62,1.296,6.71,268,0.45,1.74,未做,持仓中跳过,确认,,,2024-07-28 04:00,67390.68,2,-1.0,,-1.0,,前3K止损,2024
1225,2024-07-26 20:00,做多,6K极值,67464.7,964.43,1.433,5.49,20,2.3,1.56,未做,持仓中跳过,弱突破,,,2024-07-26 20:00,67525.07,0,0.063,,0.063,,弱突破平仓,2024
1226,2024-07-26 08:00,做多,6K极值,66135.5,981.27,1.492,3.31,8,2.64,1.26,未做,持仓中跳过,确认,是,67957.2,2024-07-28 00:00,68045.3,10,1.946,0.048,1.995,,KAMA跟踪止损,2024
1227,2024-07-26 04:00,做多,6K极值,65170.0,941.83,1.456,1.6,5,0.89,0.98,做上,,确认,是,67015.42,2024-07-28 00:00,68045.3,11,3.053,0.37,3.422,2.0x,KAMA跟踪止损,2024
1228,2024-07-25 08:00,做空,6K极值,65107.74,914.47,1.399,2.76,32,1.48,2.13,做上,,确认,,,2024-07-26 00:00,65107.74,4,0.0,,0.0,1.5x,KAMA跟踪止损,2024
1229,2024-07-25 04:00,做空,6K极值,65541.2,912.72,1.391,3.17,31,0.65,0.91,做上,,弱突破,,,2024-07-25 04:00,65362.14,0,0.196,,0.196,1.5x,弱突破平仓,2024
1230,2024-07-24 16:00,做多,6K极值,66107.02,909.48,1.377,3.84,3,0.8,0.8,做上,,弱突破,,,2024-07-24 16:00,66346.0,0,0.263,,0.263,2.0x,弱突破平仓,2024
1231,2024-07-24 00:00,做空,6K极值,65947.26,950.72,1.428,4.74,24,1.29,1.71,做上,,弱突破,,,2024-07-24 00:00,65528.1,0,0.441,,0.441,1.5x,弱突破平仓,2024
1232,2024-07-23 12:00,做空,基准值,66795.44,923.8,1.37,6.11,8,-0.59,1.6,做上,,弱突破,,,2024-07-23 12:00,66548.4,0,0.267,,0.267,1.5x,弱突破平仓,2024
1233,2024-07-23 00:00,做多,基准值,67966.0,915.62,1.366,5.6,3,-1.19,0.96,做上,,弱突破,,,2024-07-23 00:00,68184.2,0,0.238,,0.238,2.0x,弱突破平仓,2024
1234,2024-07-22 04:00,做多,6K极值,67694.2,906.69,1.345,6.35,229,1.09,1.17,做上,,弱突破,,,2024-07-22 04:00,68138.0,0,0.489,,0.489,2.0x,弱突破平仓,2024
1235,2024-07-21 00:00,做多,6K极值,66799.8,922.01,1.38,5.64,4,0.34,1.06,未做,持仓中跳过,弱突破,,,2024-07-21 00:00,67195.0,0,0.429,,0.429,,弱突破平仓,2024
1236,2024-07-20 00:00,做多,6K极值,65868.5,1022.01,1.553,4.25,191,2.34,2.06,未做,持仓中跳过,确认,,,2024-07-22 00:00,66305.17,12,0.427,,0.427,,KAMA跟踪止损,2024
1237,2024-07-19 20:00,做多,6K极值,64469.12,978.47,1.527,1.54,13,0.21,2.02,做上,,确认,是,67131.49,2024-07-22 00:00,66305.17,13,1.876,-0.227,1.649,2.0x,KAMA跟踪止损,2024
1238,2024-07-18 20:00,做空,基准值,63877.79,986.92,1.525,2.72,11,-1.05,1.58,做上,,弱突破,,,2024-07-18 20:00,63509.57,0,0.373,,0.373,1.5x,弱突破平仓,2024
1239,2024-07-17 08:00,做多,6K极值,65365.03,1079.22,1.66,3.25,158,2.02,1.09,做上,,弱突破,,,2024-07-17 08:00,65672.9,0,0.285,,0.285,2.0x,弱突破平仓,2024
1240,2024-07-17 00:00,做多,基准值,64967.4,1069.24,1.649,2.98,154,0.17,1.32,做上,,弱突破,,,2024-07-17 00:00,65132.39,0,0.154,,0.154,2.0x,弱突破平仓,2024
1241,2024-07-16 04:00,做多,6K极值,63776.9,923.78,1.459,0.65,147,0.78,1.42,未做,持仓中跳过,确认,,,2024-07-16 12:00,62853.12,2,-1.0,,-1.0,,前3K止损,2024
1242,2024-07-16 00:00,做多,6K极值,63284.2,921.88,1.463,0.15,82,0.61,1.86,未做,持仓中跳过,弱突破,,,2024-07-16 00:00,63309.6,0,0.028,,0.028,,弱突破平仓,2024
1243,2024-07-15 12:00,做多,6K极值,62762.5,940.22,1.502,-0.45,75,4.26,1.27,未做,持仓中跳过,弱突破,,,2024-07-15 12:00,62821.54,0,0.063,,0.063,,弱突破平仓,2024
1244,2024-07-15 08:00,做多,6K极值,61382.35,877.41,1.444,-3.31,74,1.14,2.42,做上,,确认,是,62821.54,2024-07-16 12:00,63579.3,7,2.504,0.327,2.831,2.0x,KAMA跟踪止损,2024
1245,2024-07-15 04:00,做多,基准值,60376.41,843.37,1.408,-4.71,68,-0.24,1.46,做上,,弱突破,,,2024-07-15 04:00,60766.1,0,0.462,,0.462,2.0x,弱突破平仓,2024
1246,2024-07-14 12:00,做多,6K极值,59828.5,898.74,1.512,-5.42,60,1.08,1.25,做上,,弱突破,,,2024-07-14 12:00,60031.33,0,0.226,,0.226,2.0x,弱突破平仓,2024
1247,2024-07-14 04:00,做多,6K极值,58949.6,877.68,1.498,-6.85,13,0.79,1.3,做上,,弱突破,,,2024-07-14 04:00,59175.06,0,0.257,,0.257,2.0x,弱突破平仓,2024
1248,2024-07-13 20:00,做多,6K极值,58806.42,925.94,1.582,-6.99,11,1.11,0.74,做上,,弱突破,,,2024-07-13 20:00,58808.5,0,0.002,,0.002,2.0x,弱突破平仓,2024
1249,2024-07-13 16:00,做多,6K极值,58184.19,926.5,1.594,-7.58,10,1.0,0.86,做上,,弱突破,,,2024-07-13 16:00,58514.0,0,0.356,,0.356,2.0x,弱突破平仓,2024
1250,2024-07-12 20:00,做多,基准值,57554.0,994.11,1.738,-9.25,5,-0.21,1.39,做上,,确认,,,2024-07-13 12:00,57894.17,4,0.342,,0.342,2.0x,KAMA跟踪止损,2024
1251,2024-07-12 08:00,做空,6K极值,57125.51,1034.39,1.805,-9.27,14,2.47,1.03,做上,,弱突破,,,2024-07-12 08:00,56887.9,0,0.23,,0.23,1.5x,弱突破平仓,2024
1252,2024-07-11 16:00,做多,6K极值,58375.9,1029.48,1.77,-7.92,5,1.38,0.76,做上,,弱突破,,,2024-07-11 16:00,58763.0,0,0.376,,0.376,2.0x,弱突破平仓,2024
1253,2024-07-11 00:00,做空,6K极值,57468.22,1063.39,1.844,-8.96,3,0.88,0.49,未做,持仓中跳过,弱突破,,,2024-07-11 00:00,57375.22,0,0.087,,0.087,,弱突破平仓,2024
1254,2024-07-10 12:00,做多,基准值,58261.9,1071.89,1.843,-8.15,35,1.25,1.41,做上,,确认,,,2024-07-11 00:00,57375.22,3,-0.827,,-0.827,2.0x,3K收盘认赔,2024
1255,2024-07-08 08:00,做空,6K极值,55698.3,993.41,1.779,-12.57,14,2.8,1.84,未做,持仓中跳过,确认,,,2024-07-08 16:00,56691.71,2,-1.0,,-1.0,,前3K止损,2024
1256,2024-07-08 04:00,做空,6K极值,56565.02,961.06,1.682,-10.53,12,0.37,0.81,做上,,确认,,,2024-07-08 16:00,57526.08,3,-1.0,,-1.0,1.5x,前3K止损,2024
1257,2024-07-07 20:00,做空,6K极值,57057.91,974.85,1.697,-10.05,5,1.33,0.71,做上,,弱突破,,,2024-07-07 20:00,56806.1,0,0.258,,0.258,1.5x,弱突破平仓,2024
1258,2024-07-07 04:00,做多,6K极值,58089.0,1040.22,1.799,-9.76,11,2.21,0.41,做上,,弱突破,,,2024-07-07 04:00,58216.1,0,0.122,,0.122,2.0x,弱突破平仓,2024
1259,2024-07-07 00:00,做多,6K极值,57404.7,1045.93,1.826,-10.61,10,1.59,0.56,做上,,弱突破,,,2024-07-07 00:00,57834.9,0,0.411,,0.411,2.0x,弱突破平仓,2024
1260,2024-07-06 20:00,做多,基准值,56978.17,1052.35,1.856,-11.51,8,0.18,0.58,做上,,弱突破,,,2024-07-06 20:00,57289.27,0,0.296,,0.296,2.0x,弱突破平仓,2024
1261,2024-07-05 12:00,做空,6K极值,55003.19,1042.28,1.888,-14.08,775,5.01,2.37,未做,持仓中跳过,确认,,,2024-07-05 20:00,56045.47,2,-1.0,,-1.0,,前3K止损,2024
1262,2024-07-05 08:00,做空,基准值,56762.74,964.41,1.691,-11.54,773,1.22,3.38,未做,持仓中跳过,确认,是,54397.5,2024-07-06 00:00,56669.29,4,0.097,-0.682,-0.585,,KAMA跟踪止损,2024
1263,2024-07-04 16:00,做空,6K极值,57921.86,853.05,1.465,-9.72,377,2.45,2.45,未做,持仓中跳过,弱突破,,,2024-07-04 16:00,57748.8,0,0.203,,0.203,,弱突破平仓,2024
1264,2024-07-04 08:00,做空,6K极值,59438.18,752.69,1.25,-6.94,54,0.3,2.78,未做,持仓中跳过,弱突破,,,2024-07-04 08:00,59092.4,0,0.459,,0.459,,弱突破平仓,2024
1265,2024-07-03 16:00,做空,6K极值,60628.58,687.92,1.13,-5.91,26,1.71,2.78,未做,持仓中跳过,弱突破,,,2024-07-03 16:00,60387.61,0,0.35,,0.35,,弱突破平仓,2024
1266,2024-07-03 08:00,做空,6K极值,61811.75,654.64,1.054,-4.17,16,1.13,2.14,未做,持仓中跳过,确认,是,60387.61,2024-07-05 12:00,54394.34,13,11.331,2.883,14.214,,止盈,2024
1267,2024-07-02 20:00,做空,6K极值,62429.05,646.81,1.029,-3.08,9,0.09,2.79,做上,,确认,是,60975.3,2024-07-05 12:00,54937.57,16,11.582,2.874,14.457,1.5x,止盈,2024
1268,2024-07-02 12:00,做空,6K极值,62773.8,658.02,1.042,-2.64,3,-0.0,0.84,做上,,弱突破,,,2024-07-02 12:00,62621.04,0,0.232,,0.232,1.5x,弱突破平仓,2024
1269,2024-07-01 08:00,做多,6K极值,63047.26,647.34,1.031,-3.39,42,1.97,2.17,未做,持仓中跳过,确认,,,2024-07-02 00:00,63047.26,4,0.0,,0.0,,KAMA跟踪止损,2024
1270,2024-07-01 04:00,做多,6K极值,62099.23,617.74,0.996,-4.54,38,0.79,1.71,未做,持仓中跳过,确认,是,63416.4,2024-07-01 20:00,62625.31,4,0.852,-0.409,0.443,,KAMA跟踪止损,2024
1271,2024-07-01 00:00,做多,6K极值,61849.67,623.22,1.01,-5.01,15,1.34,0.88,未做,持仓中跳过,弱突破,,,2024-07-01 00:00,62018.42,0,0.271,,0.271,,弱突破平仓,2024
1272,2024-06-30 12:00,做多,基准值,61128.8,622.98,1.023,-6.26,9,-0.34,1.3,做上,,确认,是,62766.32,2024-07-01 16:00,62620.9,7,2.395,-0.115,2.28,2.0x,KAMA跟踪止损,2024
1273,2024-06-29 00:00,做空,6K极值,60736.58,758.68,1.243,-6.29,22,1.22,1.23,做上,,确认,,,2024-06-29 12:00,61049.5,3,-0.412,,-0.412,1.5x,3K收盘认赔,2024
1274,2024-06-28 20:00,做空,6K极值,61198.3,740.01,1.2,-5.36,6,0.04,2.23,做上,,弱突破,,,2024-06-28 20:00,61048.95,0,0.202,,0.202,1.5x,弱突破平仓,2024
1275,2024-06-28 12:00,做空,6K极值,61355.77,756.42,1.224,-5.13,3,-0.38,0.61,做上,,弱突破,,,2024-06-28 12:00,61331.03,0,0.033,,0.033,1.5x,弱突破平仓,2024
1276,2024-06-27 20:00,做多,6K极值,61422.9,766.22,1.252,-6.26,5,0.55,1.52,做上,,弱突破,,,2024-06-27 20:00,61570.5,0,0.193,,0.193,2.0x,弱突破平仓,2024
1277,2024-06-27 00:00,做空,6K极值,61156.4,813.64,1.324,-6.04,6,0.76,1.08,做上,,弱突破,,,2024-06-27 00:00,60987.51,0,0.208,,0.208,1.5x,弱突破平仓,2024
1278,2024-06-26 16:00,做空,6K极值,61502.48,827.47,1.341,-5.63,3,0.44,0.65,做上,,弱突破,,,2024-06-26 16:00,61430.71,0,0.087,,0.087,1.5x,弱突破平仓,2024
